DHQ Food Group Code,DHQ Food Group Name,CSFII 1994-96 Food Code,Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Food Group,Subgroup,Food Item,Serving size,Oxalate Category,Oxalate Value,Food Description in 1994-96 CSFII,GI Value,"GI Links to:   Foster-Powel K, Holt, SHA, Brand-Miller JC. International table of glycemic index and glycemic load values: 2002. Am J Clin Nutri 2002;76:5-56."
970.1,"Olives, all",75510000,Olives,"Olives, NFS",75510000,0,198,0,6.04,0,10.3,1.6,510,0,0.037,0.84,0,0.0,0.9,0.0,0.003,79.99,7.652,0.629,2.279,10.9,88,0.251,6.28,4,3,8,735,0.22,17,0.0,0.009,0.9,1.65,1.4,Vegetables,Vegetables,Olives,approx 10 olives,Very High,18,"Olives, NFS",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1005.1,"Veg med, NFA",75311012,Classic mixed vegetables,"Classic mixed vegetables, frozen, cooked, no added fat",75311012,965,2076,0,13.05,0,24.0,4.4,635,0,0.848,2.85,0,0.12,0.3,3.11,0.071,82.98,0.01,0.072,0.031,0.15,25,0.083,0.82,22,51,168,151,0.49,213,0.0,0.074,3.2,0.38,23.4,Vegetables,Vegetables,"Mixed Vegetables, frozen",1/2 cup,Moderate,5,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking",42.6,"466;LEGUMES AND NUTS;;;Lima beans, baby, frozen, reheated in microwave oven (York, Canada Packers, Toronto, Canada)
595;VEGETABLES;;Green peas;Mean of 3 studies
597;VEGETABLES;;Sweet corn;Mean of 6 studies
599;VEGETABLES;Root vegetables;Carrots;Mean of 4 studies
1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1005.1,"Veg med, NFA",75340010,Asian stir fry vegetables,"Asian stir fry vegetables, cooked, no added fat",75340010,880,2345,1,9.83,0,17.3,2.9,667,0,0.673,2.14,0,0.081,1.0,3.71,0.056,86.74,0.022,0.11,0.066,0.28,38,0.077,1.1,18,47,266,136,0.39,232,0.0,0.175,34.1,0.65,38.2,Vegetables,Vegetables,"Oriental Vegetables, frozen",1/2 cup,Moderate,6,"Vegetable combinations, Oriental style, (broccoli, green pepper,  water chestnuts, etc), cooked, fat not added in cooking",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75100500,Alfalfa sprouts,"Alfalfa sprouts, raw",75100500,6,87,6,2.1,0,14.4,1.9,0,0,0.481,3.99,0,0.126,0.6,0.2,0.076,92.82,0.056,0.409,0.069,0.69,32,0.157,0.96,27,70,79,6,0.92,8,0.0,0.034,8.2,0.02,30.5,Vegetables,Vegetables,Alfalfa Sprouts,1/2 cup,Little or None,0,"Alfalfa sprouts, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75100750,Artichoke,"Artichoke, raw",75100750,0,8,0,11.95,0,34.4,5.7,464,0,1.11,2.89,0,0.089,0.2,0.99,0.05,84.08,0.011,0.145,0.079,0.34,21,0.127,0.61,42,73,286,60,0.4,1,0.0,0.081,7.4,0.19,14.8,Vegetables,Vegetables,Artichokes,1 small bud,Moderate,5,"Artichoke, Jerusalem, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75100800,Asparagus,"Asparagus, raw",75100800,9,449,0,3.88,0,16.0,2.1,710,0,0.978,2.2,0,0.141,2.3,1.88,0.143,93.22,0.0,0.05,0.04,0.12,24,0.189,2.14,14,52,202,2,0.54,38,0.0,0.091,5.6,1.13,41.6,Vegetables,Vegetables,Asparagus,4 spears,Moderate,6,"Asparagus, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75101000,Bean sprouts,"Bean sprouts, raw",75101000,6,6,6,5.94,0,14.4,1.8,0,0,0.749,3.04,0,0.124,0.6,4.13,0.084,90.4,0.022,0.058,0.046,0.18,13,0.164,0.91,21,54,149,6,0.41,1,0.0,0.088,13.2,0.1,33.0,Vegetables,Vegetables,Mung Beans,1/2 cup,Low,3,"Bean sprouts, raw (soybean or mung)",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75102500,Beets,"Beets, raw",75102500,0,20,0,9.56,0,6.0,2.8,0,0,0.334,1.61,0,0.04,0.7,6.76,0.031,87.58,0.032,0.06,0.027,0.17,16,0.075,0.8,23,40,325,78,0.35,2,0.0,0.067,4.9,0.04,0.2,Vegetables,Vegetables,Beets,1/2 cup,Very High,76,"Beets, raw",64.0,598;VEGETABLES;Root vegetables;;Beetroot (Canada)
1015.1,Other vegetables,75109000,Celery,"Celery, raw",75109000,0,270,0,2.97,0,6.1,1.6,283,0,0.32,0.69,0,0.057,0.4,1.34,0.021,95.43,0.032,0.079,0.042,0.17,40,0.035,0.2,11,24,260,80,0.13,22,0.0,0.074,3.1,0.27,29.3,Vegetables,Vegetables,"Celery, raw",1 stalk,Low,3,"Celery, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75109500,Chives,"Chives, raw",75109500,0,2612,0,4.35,0,5.2,2.5,323,0,0.647,3.27,0,0.115,0.9,1.85,0.078,90.65,0.095,0.267,0.146,0.73,92,0.157,1.6,42,58,296,3,0.56,218,0.0,0.138,58.1,0.21,212.7,Vegetables,Vegetables,Chives,1 tsp,Little or None,0,"Chives, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75111000,Cucumber,"Cucumber, raw",75111000,11,45,26,3.63,0,6.0,0.5,23,0,0.098,0.65,0,0.033,0.3,1.67,0.027,95.23,0.005,0.032,0.037,0.11,16,0.041,0.28,13,24,147,2,0.2,5,0.0,0.04,2.8,0.03,16.4,Vegetables,Vegetables,Cucumber,1/4 cucumber,Very Low,1,"Cucumber, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75115000,Mushrooms,"Mushrooms, raw",75115000,0,0,0,3.26,0,17.3,1.0,0,0,3.607,3.09,0,0.402,9.3,1.98,0.081,92.45,0.0,0.16,0.05,0.34,3,0.318,0.5,9,86,318,5,0.52,0,0.04,0.104,2.1,0.01,0.0,Vegetables,Vegetables,Mushroons,1 mushroom,Little or None,0,"Mushrooms, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75125000,Radish,"Radish, raw",75125000,0,4,0,3.4,0,6.5,1.6,10,0,0.254,0.68,0,0.039,0.6,1.86,0.012,95.27,0.017,0.048,0.032,0.1,25,0.05,0.34,10,20,233,39,0.28,0,0.0,0.071,14.8,0.0,1.3,Vegetables,Vegetables,Radish,10 count,Little or None,0,"Radish, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75128000,Summer squash,"Summer squash, yellow, raw",75128000,0,90,0,3.88,0,7.1,1.0,290,0,0.448,1.01,0,0.041,0.2,2.88,0.051,94.28,0.013,0.082,0.093,0.27,21,0.092,0.44,20,32,222,2,0.29,8,0.0,0.104,19.3,0.13,3.2,Vegetables,Vegetables,Yellow Squash,1/2 cup,Very Low,1,"Squash, summer, yellow, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75128010,Summer squash,"Summer squash, green, raw",75128010,0,120,0,3.11,0,9.5,1.0,2125,0,0.451,1.21,0,0.094,0.2,2.5,0.045,94.79,0.011,0.091,0.084,0.32,16,0.053,0.37,18,38,261,8,0.32,10,0.0,0.163,17.9,0.12,4.3,Vegetables,Vegetables,Zucchini,1/2 cup,Very Low,1,"Squash, summer, green, raw",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1015.1,Other vegetables,75129000,Turnip,"Turnip, raw",75129000,0,0,0,6.43,0,11.1,1.8,0,0,0.4,0.9,0,0.03,0.7,3.8,0.04,91.87,0.006,0.053,0.011,0.1,30,0.085,0.3,11,27,191,67,0.27,0,0.0,0.09,21.0,0.03,0.1,Vegetables,Vegetables,Turnip,1/2 cup mashed,Very High,30,"Turnip, raw",72.0,614;VEGETABLES;;Swede;Swede (rutabaga) (Canada)
1015.1,Other vegetables,75220011,Okra,"Okra, fresh, cooked, no added fat",75220011,27,424,0,7.99,0,13.2,3.4,285,0,1.018,2.07,0,0.061,0.8,1.59,0.193,88.51,0.018,0.029,0.028,0.2,88,0.117,0.66,61,65,321,132,0.62,37,0.0,0.207,21.0,0.29,33.6,Vegetables,Vegetables,Okra,1/2 cup,Very High,57,"Okra, cooked, from fresh, fat not added in cooking",32.0,"1001;IMPUTED VALUES;Vegetable, NFS;;Imputed mean"
1020.6,"Butter, other uses",81101000,Butter,"Butter, stick",81101000,0,158,0,0.06,215,18.8,0.0,0,0,0.042,0.85,671,0.034,1.0,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0.0,0.02,2,24,24,643,0.09,684,0.17,0.003,0.0,2.32,7.0,Dairy,Dairy Spreads,"Butter, Salted",1 pat,Little or None,0,"Butter, stick, salted",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1023.6,Butter on bread,81101000,Butter,"Butter, stick",81101000,0,158,0,0.06,215,18.8,0.0,0,0,0.042,0.85,671,0.034,1.0,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0.0,0.02,2,24,24,643,0.09,684,0.17,0.003,0.0,2.32,7.0,Dairy,Dairy Spreads,"Butter, Salted",1 pat,Little or None,0,"Butter, stick, salted",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1025.6,Butter on pancakes or waffles,81101000,Butter,"Butter, stick",81101000,0,158,0,0.06,215,18.8,0.0,0,0,0.042,0.85,671,0.034,1.0,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0.0,0.02,2,24,24,643,0.09,684,0.17,0.003,0.0,2.32,7.0,Dairy,Dairy Spreads,"Butter, Salted",1 pat,Little or None,0,"Butter, stick, salted",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1026.6,Butter on potatoes,81101000,Butter,"Butter, stick",81101000,0,158,0,0.06,215,18.8,0.0,0,0,0.042,0.85,671,0.034,1.0,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0.0,0.02,2,24,24,643,0.09,684,0.17,0.003,0.0,2.32,7.0,Dairy,Dairy Spreads,"Butter, Salted",1 pat,Little or None,0,"Butter, stick, salted",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1029.6,Butter on vegetables,81101000,Butter,"Butter, stick",81101000,0,158,0,0.06,215,18.8,0.0,0,0,0.042,0.85,671,0.034,1.0,0.06,0.005,16.17,21.021,3.043,51.368,81.11,24,0.0,0.02,2,24,24,643,0.09,684,0.17,0.003,0.0,2.32,7.0,Dairy,Dairy Spreads,"Butter, Salted",1 pat,Little or None,0,"Butter, stick, salted",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1075.1,"Misc syrups, toppings",91301080,Chocolate syrup,Chocolate syrup,91301080,0,0,0,67.21,0,0.9,0.0,3,0,0.173,0.0,0,0.031,1.5,60.0,0.006,31.92,0.0,0.0,0.0,0.0,0,0.308,0.0,40,58,122,150,0.55,0,0.0,0.009,0.0,0.01,0.2,"Cakes, Candies, Cookies & Pudding Snacks","Cakes, Candies, Cookies & Pudding Snacks",Chocolate Syrup,2 Tbs,Very High,38,"Chocolate syrup, thin type",19.0,580;SUGARS AND SUGAR ALCOHOLS;;Fructose;Mean of 6 studies
1075.1,"Misc syrups, toppings",91304020,Topping,"Topping, chocolate",91304020,0,0,0,62.9,1,5.5,2.8,4,0,0.25,4.6,1,0.091,2.3,34.82,0.034,21.8,3.857,0.278,3.98,8.9,49,0.348,1.3,48,97,284,346,0.83,1,0.06,0.02,0.2,2.63,2.5,"Cakes, Candies, Cookies & Pudding Snacks","Cakes, Candies, Cookies & Pudding Snacks",Fudge Sauce,2 Tbs,Very High,28,"Topping, chocolate, thick, fudge type",19.0,580;SUGARS AND SUGAR ALCOHOLS;;Fructose;Mean of 6 studies
1100.1,"Candy, chocolate",91715100,SNICKERS Bar,SNICKERS Bar,91715100,0,6,0,61.51,13,38.5,2.3,16,0,3.6,7.53,45,0.13,7.8,50.47,0.06,5.55,7.875,3.014,9.069,23.85,93,0.27,0.72,72,190,323,239,2.5,46,0.16,0.09,0.5,1.5,1.9,"Cakes, Candies, Cookies & Pudding Snacks","Cakes, Candies, Cookies & Pudding Snacks",Candies with Nuts (ex Snickers),2 oz,Very High,38,SNICKERS Bar,55.0,566;SNACK FOODS AND CONFECTIONERY;;Snickers Bar;Mean of 2 studies
1120.1,"Coffee, reg, no cr/sug",92101000,Coffee,"Coffee, brewed",92101000,0,0,0,0.0,0,2.6,0.0,0,0,0.191,0.12,0,0.076,0.0,0.0,0.014,99.39,0.015,0.001,0.002,0.02,2,0.002,0.01,3,3,49,2,0.02,0,0.0,0.001,0.0,0.01,0.1,Beverages,Beverages,Coffee,1 cup,Very Low,1,"Coffee, made from ground, regular",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1120.3,"Coffee, decaf, no cr/sug",92111010,Coffee,"Coffee, brewed, decaffeinated",92111010,0,0,0,0.0,0,1.0,0.0,0,0,0.222,0.1,0,0.0,0.1,0.0,0.0,99.3,0.0,0.002,0.002,0.0,2,0.007,0.05,5,1,54,2,0.02,0,0.0,0.0,0.0,0.0,0.1,Beverages,Beverages,Coffee Decaff,1 cup,Very Low,2,"Coffee, decaffeinated, made from ground",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1120.3,"Coffee, decaf, no cr/sug",92201010,Coffee substitute,Coffee substitute,92201010,0,0,0,1.3,0,0.2,0.4,3,0,0.294,0.1,0,0.002,1.1,0.08,0.007,98.37,0.006,0.02,0.01,0.04,4,0.013,0.08,5,10,41,5,0.01,0,0.0,0.012,0.0,0.02,0.0,Beverages,Beverages,Postum (coffee Substitute),1 serving,Very Low,2,Postum,50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1140.3,"Soft drinks, diet, caff",92410820,Soft drink,"Soft drink, chocolate flavored, diet",92410820,0,0,0,0.29,0,0.0,0.0,0,0,0.0,0.11,0,0.023,0.0,0.0,0.005,99.54,0.0,0.0,0.0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0.0,0.0,0.0,0.0,0.0,Beverages,Beverages,Sodas (all types),8 oz,Little or None,0,"Chocolate-flavored soda, sugar-free",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1140.4,"Soft drinks, diet, decaf",92410420,Soft drink,"Soft drink, cream soda, diet",92410420,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.1,0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,4,0.025,0.04,1,0,2,6,0.0,0,0.0,0.0,0.0,0.0,0.0,Beverages,Beverages,Sodas (all types),8 oz,Little or None,0,"Cream soda, sugar-free",0.0,"1009;IMPUTED VALUES;Food, NFS;Without carbohydrate;Imputed value"
1160.1,"Alc bev, liquor",93201000,Cordial or liqueur,Cordial or liqueur,93201000,0,0,0,41.6,0,0.0,0.0,0,0,0.003,0.0,0,0.0,0.4,41.6,0.0,28.3,0.015,0.167,0.014,0.3,0,0.08,0.07,0,0,0,5,0.04,0,0.0,0.0,0.0,0.0,0.0,Beverages,Alcoholic Beverages,Liquor (80 proof),1 jigger,Little or None,0,Cordial or liqueur,50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
1162.1,Beer,93101000,Beer,Beer,93101000,0,0,0,3.55,0,10.1,0.0,0,0,0.513,0.46,0,0.025,0.6,0.0,0.005,91.96,0.0,0.0,0.0,0.0,4,0.005,0.02,6,14,27,4,0.01,0,0.02,0.046,0.0,0.0,0.0,Beverages,Alcoholic Beverages,Beer (Regular),1 can,Low,4,Beer,36.0,"1002;IMPUTED VALUES;Beer, NFS;;Imputed value"
1162.1,Beer,93102000,Beer,"Beer, light",93102000,0,0,0,1.64,0,8.8,0.0,0,0,0.391,0.24,0,0.015,0.4,0.09,0.005,94.88,0.0,0.0,0.0,0.0,4,0.006,0.03,5,12,21,4,0.01,0,0.02,0.034,0.0,0.0,0.0,Beverages,Alcoholic Beverages,Beer (Light),1 can,Low,3,"Beer, lite",36.0,"1002;IMPUTED VALUES;Beer, NFS;;Imputed value"
1164.1,Wine,93402000,Wine,"Wine, dessert, sweet",93402000,0,0,0,13.69,0,5.0,0.0,0,0,0.213,0.2,0,0.018,0.5,7.78,0.018,70.51,0.0,0.0,0.0,0.0,8,0.045,0.24,9,9,92,9,0.07,0,0.0,0.0,0.0,0.0,0.0,Beverages,Alcoholic Beverages,White Wine,4 oz,Little or None,0,"Wine, dessert, sweet",50.0,"1008;IMPUTED VALUES;Food, NFS;With carbohydrate;Imputed value"
